"","date","dayOfWeek","dayOfMonth","month","year","reports","temp","dewp","slp","visib","wdsp","mxpsd","max","min","prcp","sndp"
"250",2001-09-07,6,7,9,2001,1570,77.9,69.1,1007.6,8.6,10.9,16.9,89.6,69.8,0.63,0
"251",2001-09-08,7,8,9,2001,1573,77.2,66.3,1005.7,9.8,14.5,21,87.1,73,0,0
"252",2001-09-09,1,9,9,2001,1322,69.9,63.5,1010.6,8.8,7.9,18.1,75.2,60.8,0.22,0
"253",2001-09-10,2,10,9,2001,1383,64.2,52.5,1019,9.9,9.8,19,79,55,0.27,0
"254",2001-09-11,3,11,9,2001,1374,67.6,52.8,1024,10,4.8,8,80.1,55,0,0
"255",2001-09-12,4,12,9,2001,1344,72.7,55.2,1019.8,10,7.3,11.1,84,61,0,0
"256",2001-09-13,5,13,9,2001,1274,67.7,54.6,1021.3,10,11.9,18.1,80.1,62.1,0,0
"257",2001-09-14,6,14,9,2001,1403,60.1,44,1027.5,10,12.6,19,64.4,55.4,0,0
"258",2001-09-15,7,15,9,2001,1501,61.2,44.3,1025,10,7.3,11.1,66.9,55,0,0
"259",2001-09-16,1,16,9,2001,1340,62.2,47.8,1021.3,10,6,9.9,71.6,53.6,0,0
"260",2001-09-17,2,17,9,2001,1247,64.2,51.3,1017.3,10,5.8,8.9,69.8,57.2,0,0
"261",2001-09-18,3,18,9,2001,1286,64.1,54.2,1015.1,8.1,7.7,12,69.8,57.2,0.06,0
"262",2001-09-19,4,19,9,2001,1289,65.4,61.6,1004.8,5,11.2,15,69.8,60.8,1.37,0
"263",2001-09-20,5,20,9,2001,1368,63.8,53.3,1012.1,8.5,8.9,15,73.9,55,0.05,0
"264",2001-09-21,6,21,9,2001,1500,65.5,58.8,1011,8.5,7,13,69.8,62.6,0.53,0
"265",2001-09-22,7,22,9,2001,1435,64.3,54.7,1016.7,8.8,5.1,8.9,75,54,0.01,0
"266",2001-09-23,1,23,9,2001,1268,64.1,56.1,1013.8,8.4,7.1,18.1,72,57,0.02,0
"267",2001-09-24,2,24,9,2001,1284,52.1,42.9,1020.3,10,15.9,20,55.4,48.2,0.69,0
"268",2001-09-25,3,25,9,2001,1312,50,34.3,1021.2,10,12.1,15.9,57.2,42.8,0.02,0
"269",2001-09-26,4,26,9,2001,1394,56.7,36.8,1016.1,10,9.8,13,69.8,48.2,0,0
"270",2001-09-27,5,27,9,2001,1450,56.1,44.7,1018.6,10,8.5,15,63,46.9,0,0
"271",2001-09-28,6,28,9,2001,1462,55.3,47.1,1023.7,10,10.6,15,55.4,53.6,0,0
"272",2001-09-29,7,29,9,2001,1384,57.7,48.4,1027.5,10,6.1,11.1,64.9,50,0,0
"273",2001-09-30,1,30,9,2001,1346,58.3,50.4,1026.6,8,5,8,71.6,46.4,0,0
"274",2001-10-01,2,1,10,2001,1709,63,50.9,1019.2,9.9,6.5,12,78.8,51.8,0,0
"275",2001-10-02,3,2,10,2001,1411,67.3,55.8,1013.9,9,5.6,11.1,82.4,55.4,0,0
"276",2001-10-03,4,3,10,2001,1493,71.6,48,1010.1,10,11.7,16.9,80.6,64.4,0,0
"277",2001-10-04,5,4,10,2001,1336,58.3,50.5,1014.7,8.4,6.5,15,69.8,51.8,0.41,0
"278",2001-10-05,6,5,10,2001,1424,49.5,44.1,1015.8,8.7,5.9,14,53.6,48.2,1.56,0
"279",2001-10-06,7,6,10,2001,1366,44.5,31.2,1019.4,10,8.7,18.1,51.8,35.6,0,0
"280",2001-10-07,1,7,10,2001,1242,42.5,26.3,1026.4,10,5,8.9,53.1,32,0,0
"281",2001-10-08,2,8,10,2001,1381,53.8,34.9,1026.7,10,9.1,14,66.2,42.8,0,0
"282",2001-10-09,3,9,10,2001,1462,63.1,45.3,1021.7,10,13.1,19,73.9,55,0,0
"283",2001-10-10,4,10,10,2001,1380,63.6,53.8,1015.8,9.9,16,19,68,61,0.07,0
"284",2001-10-11,5,11,10,2001,1397,59,48.9,1017,9.8,7.8,16.9,66,53.1,0.07,0
"285",2001-10-12,6,12,10,2001,1477,56.7,53.4,1010.1,9.1,10.2,15.9,60.8,53.6,0.73,0
"286",2001-10-13,7,13,10,2001,1256,60.7,58.2,1004.7,6,8.8,22.9,69.8,57.2,0.01,0
"287",2001-10-14,1,14,10,2001,1197,55.3,48.6,1000.4,8.9,8.9,21,60.8,50,1.79,0
"288",2001-10-15,2,15,10,2001,1366,49.5,37.7,1015.4,10,10.4,14,55,44.1,0.03,0
"289",2001-10-16,3,16,10,2001,1312,47.1,38.7,1017.4,9.6,12.3,21,53.6,44.6,0.08,0
"290",2001-10-17,4,17,10,2001,1376,43.6,28.5,1024.9,10,7.5,12,52,35.1,0.01,0
"291",2001-10-18,5,18,10,2001,1404,51.5,32.2,1018.4,10,11.9,22.9,64.4,42.8,0,0
"292",2001-10-19,6,19,10,2001,1492,55.3,37.8,1013.2,10,7.1,11.1,61,48,0,0
"293",2001-10-20,7,20,10,2001,1516,55.9,37.6,1014.2,10,7.6,14,69.8,46.4,0,0
"294",2001-10-21,1,21,10,2001,1364,59.5,46.7,1015.6,9.3,6.4,8.9,66,55,0,0
"295",2001-10-22,2,22,10,2001,1311,58.6,51.3,1015.3,8.4,5.9,8.9,63,54,0,0
"296",2001-10-23,3,23,10,2001,1394,63.9,58.4,1000.1,9.2,9.4,16.9,66.2,59,0.62,0
"297",2001-10-24,4,24,10,2001,1271,60.5,57.6,997.2,8.1,10.1,27,66,50,0,0
"298",2001-10-25,5,25,10,2001,1280,40.7,29.3,1005,10,21.2,29.9,50,36,0.47,0
"299",2001-10-26,6,26,10,2001,1409,39.1,26.3,1017.1,10,18.3,22.9,42.8,37.4,0,0
"300",2001-10-27,7,27,10,2001,1372,40.4,23.8,1029.2,10,9.7,14,46.9,37,0,0
"301",2001-10-28,1,28,10,2001,1320,41.7,27.1,1031,10,9.2,19,54,33.1,0,0
"302",2001-10-29,2,29,10,2001,1343,49.3,36.3,1029.4,10,10.6,18.1,62.1,44.1,0,0
"303",2001-10-30,3,30,10,2001,1394,50.3,45.3,1031.5,9.8,9,13,53.1,48,0.03,0
"304",2001-10-31,4,31,10,2001,1578,57.6,40.6,1019.9,10,11.5,18.1,69.1,50,0,0
"305",2001-11-01,5,1,11,2001,1737,61.2,47.7,1010.8,9.9,15.9,19,66.2,57.2,0,0
"306",2001-11-02,6,2,11,2001,1461,62.7,46.2,1015.2,9.5,10.1,15.9,66.9,55,0.05,0
"307",2001-11-03,7,3,11,2001,1354,54,34.2,1026.7,10,6.4,11.1,66.9,41,0,0
"308",2001-11-04,1,4,11,2001,1260,53.1,41.1,1025.8,10,6.9,12,62.6,44.6,0,0
"309",2001-11-05,2,5,11,2001,1315,46.3,34.4,1028.3,10,4.3,7,55.4,35.6,0,0
"310",2001-11-06,3,6,11,2001,1338,49.7,32.5,1024.7,10,7,12,63,39,0,0
"311",2001-11-07,4,7,11,2001,1367,56.4,42.7,1022,10,5.7,9.9,71.6,46.4,0,0
"312",2001-11-08,5,8,11,2001,1305,54.4,46.9,1019.5,9.8,11.5,22.9,64.9,42.1,0.01,0
"313",2001-11-09,6,9,11,2001,1278,42,33.7,1028.5,10,8,18.1,53.1,33.1,0,0
"314",2001-11-10,7,10,11,2001,1348,48.8,36.2,1018,10,11.9,16.9,62.6,39.2,0,0
"315",2001-11-11,1,11,11,2001,1274,45.7,37.3,1027.8,10,9,15.9,51.1,41,0,0
"316",2001-11-12,2,12,11,2001,1247,44.4,36.6,1030.9,10,5.5,8.9,57,35.1,0,0
"317",2001-11-13,3,13,11,2001,1340,52.2,35.5,1024.7,10,9.4,14,64.4,46.4,0,0
"318",2001-11-14,4,14,11,2001,1310,55.8,50.1,1020.6,6.6,8,14,63,51.1,0.15,0
"319",2001-11-15,5,15,11,2001,1354,60.4,55.5,1018.7,6.4,8.5,14,68,53.6,0.06,0
"320",2001-11-16,6,16,11,2001,1420,56.5,53.6,1021.7,5.1,6.7,11.1,64,48,0,0
"321",2001-11-17,7,17,11,2001,1345,51.8,49.4,1027.4,6,4.9,8,64.9,42.1,0,0
"322",2001-11-18,1,18,11,2001,1276,55.1,53,1022.2,2.8,6.5,11.1,64.4,50,0,0
"323",2001-11-19,2,19,11,2001,1275,51.4,44.8,1015.7,8.1,11.6,21,60.8,42.8,0.07,0
"324",2001-11-20,3,20,11,2001,1302,37.4,25.1,1022.7,10,8.4,16.9,43,30,0.02,0
"325",2001-11-21,4,21,11,2001,1308,42.8,30.1,1013.6,10,9.8,14,55.4,35.6,0,0
"326",2001-11-22,5,22,11,2001,1012,47.2,35.4,1011.4,10,9.1,15.9,57.2,39.2,0,0
"327",2001-11-23,6,23,11,2001,1284,52.1,38.6,1009.9,10,10.2,13,60.8,48.2,0,0
"328",2001-11-24,7,24,11,2001,1397,59.8,55.3,1001.3,9.7,14,20,64.9,57,0.13,0
"329",2001-11-25,1,25,11,2001,1153,48.1,44.8,1004.8,9.8,16.3,22,60.8,44.6,0.34,0
"330",2001-11-26,2,26,11,2001,1313,45.3,41.9,1019.1,9.5,9.8,16.9,51.8,39.2,0,0
"331",2001-11-27,3,27,11,2001,1270,46.4,44.5,1012.2,7.7,10.9,16.9,53.6,37.4,0.12,0
"332",2001-11-28,4,28,11,2001,1335,38.5,35.5,1024,9.5,6.7,12,42.8,35.6,0,0
"333",2001-11-29,5,29,11,2001,1263,43.8,43.7,1017.9,8,8.3,13,46.4,41,0.18,0
"334",2001-11-30,6,30,11,2001,1369,46.4,46.4,1006.4,7.7,11.7,15.9,50,43,0.42,0
"335",2001-12-01,7,1,12,2001,1436,40.7,38.5,1017.7,8.7,11.3,15,44.6,37.4,0.05,0
"336",2001-12-02,1,2,12,2001,1174,40.5,37.2,1023.9,6.3,6.9,15,54,33.1,0,0
"337",2001-12-03,2,3,12,2001,1280,48.9,44.8,1019.1,9.9,8.6,15.9,55.4,42.8,0,0
"338",2001-12-04,3,4,12,2001,1378,57.2,52.8,1017.9,10,10.1,14,64,53.1,0,0
"339",2001-12-05,4,5,12,2001,1335,62.5,56.4,1015.9,9.8,13.4,21,68,59,0,0
"340",2001-12-06,5,6,12,2001,1313,47.9,39.1,1017.7,10,10.6,21,64.4,39.2,0.09,0
"341",2001-12-07,6,7,12,2001,1477,42.3,39.5,1018.6,9.8,7,13,46.9,35.1,0,0
"342",2001-12-08,7,8,12,2001,1258,44.4,41.2,1018.5,8.2,7.5,14,48.2,41,0,0
"343",2001-12-09,1,9,12,2001,1096,34.1,26.4,1024.2,9.8,6.5,12,43,26.1,0,0
"344",2001-12-10,2,10,12,2001,1277,37,27.1,1022,10,6.7,9.9,48.2,30.2,0,0
"345",2001-12-11,3,11,12,2001,1272,38.1,31.7,1024.6,9.5,5.2,8.9,48,28.9,0,0
"346",2001-12-12,4,12,12,2001,1306,44.1,39.3,1019.9,6.5,7.2,9.9,48.2,41,0.02,0
"347",2001-12-13,5,13,12,2001,1336,45.4,42.3,1012.2,7.3,8.6,12,48.2,35.6,0.21,0
"348",2001-12-14,6,14,12,2001,1371,35.8,31.5,1014.8,5.5,7,12,41,32,0,0
"349",2001-12-15,7,15,12,2001,1290,36.6,34.5,1026.1,4.4,6.4,15,41,33.1,0,0
"350",2001-12-16,1,16,12,2001,1114,43,39.7,1023.4,6.5,7.9,12,46.9,39.9,0.06,0
"351",2001-12-17,2,17,12,2001,1254,45.8,42.7,1011.4,6.9,6.8,12,46.9,41,0.27,0
"352",2001-12-18,3,18,12,2001,1251,38.2,31.2,1012,8,6.8,12,48.2,30.2,0,0
"353",2001-12-19,4,19,12,2001,1234,38,30.7,1009.9,8,9.7,16.9,44.6,33.8,0.05,0
"354",2001-12-20,5,20,12,2001,1174,33.7,17.8,1020.1,10,8.1,14,42.1,28,0,0
"355",2001-12-21,6,21,12,2001,1243,32.9,20.1,1025.3,10,4.5,8,42.8,24.8,0,0
"356",2001-12-22,7,22,12,2001,1187,40.5,30.1,1017.1,9.5,12.4,18.1,46.9,35.1,0.07,0
"357",2001-12-23,1,23,12,2001,1098,32.1,24.8,1008.5,8.4,14.9,21,48.9,24.1,0,0
"358",2001-12-24,2,24,12,2001,908,21,14.3,1012.9,6.1,13.3,22,26.6,19.4,0,0
"359",2001-12-25,3,25,12,2001,691,17.8,9.7,1017.8,9.4,9.3,15,24.8,12.2,0,0
"360",2001-12-26,4,26,12,2001,892,14.2,8.2,1012.7,8.7,10,14,17.6,10.4,0,0
"361",2001-12-27,5,27,12,2001,1062,22.5,16,1006,8,12.3,16.9,28.9,17.1,0,1.2
"362",2001-12-28,6,28,12,2001,1083,25.4,16.1,1004.2,8.5,11.6,16.9,28.4,21.2,0,1.2
"363",2001-12-29,7,29,12,2001,1068,16.8,5.7,1015.3,9.7,11.8,15.9,21.9,12,0,0
"364",2001-12-30,1,30,12,2001,949,12.7,4,1023.4,10,11.1,15.9,19.4,6.8,0,0
"365",2001-12-31,2,31,12,2001,1045,15.3,5.5,1023.6,10,10,14,21.2,8.6,0,0
"366",2002-01-01,3,1,1,2002,1874,18.1,4.8,1026.5,10,5.3,9.9,26.6,10.4,0,0
"367",2002-01-02,4,2,1,2002,1188,23.2,11.3,1031.2,10,4.5,7,32,15.1,0,0
"368",2002-01-03,5,3,1,2002,1118,22.1,11.6,1026.7,10,6.6,9.9,30.2,15.8,0,0
"369",2002-01-04,6,4,1,2002,1150,26.6,15.3,1020.2,10,10.6,16.9,39.2,19.4,0,0
"370",2002-01-05,7,5,1,2002,1103,33.7,22.6,1015.2,9.2,9.3,13,37.4,28.4,0,0
"371",2002-01-06,1,6,1,2002,1038,33.8,27.6,1012.5,6.9,9.7,15.9,37.9,30.9,0.02,0
"372",2002-01-07,2,7,1,2002,1172,24.4,13,1019.9,10,10.4,15,32,17.1,0,0
"373",2002-01-08,3,8,1,2002,1244,28.9,18.7,1013,10,10.5,15,41,21.2,0,0
"374",2002-01-09,4,9,1,2002,1317,44.9,31.5,1004.3,10,12,15,55.9,39,0,0
"375",2002-01-10,5,10,1,2002,1376,42.6,33.1,1011.2,10,7.3,11.1,48.2,35.6,0,0
"376",2002-01-11,6,11,1,2002,1337,38,27,1017.2,10,10.4,14,43,33.1,0,0
"377",2002-01-12,7,12,1,2002,1341,37.1,26.6,1010,10,9.5,15.9,43,32,0,0
"378",2002-01-13,1,13,1,2002,1197,34.1,22,1009,10,7.9,13,42.8,24.8,0,0
"379",2002-01-14,2,14,1,2002,1194,37.8,29.7,1004.6,9.2,9.8,18.1,41,33.8,0.03,0
"380",2002-01-15,3,15,1,2002,1355,33.6,26.8,1015.2,8.3,12.3,18.1,35.6,30.2,0,0
"381",2002-01-16,4,16,1,2002,1263,31.5,23.9,1021.9,7.8,7.9,11.1,35.6,28.4,0.03,3.1
"382",2002-01-17,5,17,1,2002,1115,24,17.5,1020.5,9,10,15.9,34,14,0.08,2
"383",2002-01-18,6,18,1,2002,1236,19.8,10.8,1024.5,9.8,7.9,11.1,25,15.1,0,2
"384",2002-01-19,7,19,1,2002,1182,20.5,9.8,1019.5,10,5.5,9.9,28.9,15.1,0,2
"385",2002-01-20,1,20,1,2002,1123,29.9,23.8,1015.2,8.5,9.8,15,37.4,24.8,0.02,1.2
"386",2002-01-21,2,21,1,2002,1083,32.1,26.4,1010,8.1,11.2,19,35.6,30.2,0.04,1.2
"387",2002-01-22,3,22,1,2002,1267,39.5,25.3,1017.2,10,10,19,55.9,30.9,0,1.2
"388",2002-01-23,4,23,1,2002,1253,46.8,37.6,1008.6,6.7,10.9,19,50,41,0.01,0
"389",2002-01-24,5,24,1,2002,1305,37.3,26.7,1013.6,10,10.4,14,41,35.1,0,0
"390",2002-01-25,6,25,1,2002,1402,37.1,20.7,1019.9,10,10.9,15,51.8,28.4,0,0
"391",2002-01-26,7,26,1,2002,1386,42.3,25.3,1016.2,10,11.1,15.9,55.4,33.8,0,0
"392",2002-01-27,1,27,1,2002,1274,46.9,30.1,1014.9,10,11.2,15.9,61,37,0,0
"393",2002-01-28,2,28,1,2002,1276,45.5,33.9,1012.4,9.3,8,15.9,53.6,39.2,0,0
"394",2002-01-29,3,29,1,2002,1200,37.2,32,1014.6,9.3,9.8,13,39.2,33.8,0,0
"395",2002-01-30,4,30,1,2002,1064,33.6,29.8,1021.8,5.4,8.4,15,35.6,30.2,0.16,2
"396",2002-01-31,5,31,1,2002,988,32.9,30.7,1018,3.9,12.5,18.1,33.8,30.2,0,7.9
"397",2002-02-01,6,1,2,2002,1378,32.1,26.4,1015.6,8.9,12.5,21,35.6,26.6,0.48,5.9
"398",2002-02-02,7,2,2,2002,1219,24.2,18,1030.7,8.3,7.2,13,34,15.1,0,5.9
"399",2002-02-03,1,3,2,2002,1041,31.5,23.4,1020.2,9.5,10.8,16.9,36,25,0,5.1
"400",2002-02-04,2,4,2,2002,1068,21.4,9.2,1028,10,12.5,19,33.1,14,0,5.1
"401",2002-02-05,3,5,2,2002,1153,21.1,10.5,1031.6,10,8.9,15.9,32,12.2,0,5.1
"402",2002-02-06,4,6,2,2002,1201,29.2,19,1023.9,10,6.5,11.1,37.4,21.2,0,5.1
"403",2002-02-07,5,7,2,2002,1227,32.4,24.8,1017.1,7.4,9,14,39.2,24.8,0,5.1
"404",2002-02-08,6,8,2,2002,1300,35.2,28.9,1018.4,6.1,9,13,42.8,30.2,0,3.9
"405",2002-02-09,7,9,2,2002,1261,41.5,31.6,1018.7,8.3,8,13,53.6,35.6,0,3.9
"406",2002-02-10,1,10,2,2002,1102,40.8,34.4,1015.3,8.8,12,22.9,48.2,33.8,0.04,0
"407",2002-02-11,2,11,2,2002,1231,30.1,18.5,1026.2,10,10.8,20,35.6,21.2,0,0
"408",2002-02-12,3,12,2,2002,1339,38.6,25.4,1012.6,10,16.7,22.9,43,35.1,0,0
"409",2002-02-13,4,13,2,2002,1157,28.8,10.1,1026.7,10,9.1,15.9,37.9,19,0,0
"410",2002-02-14,5,14,2,2002,1211,34.9,20.1,1022.7,10,12,21,44.6,28.4,0,0
"411",2002-02-15,6,15,2,2002,1394,39.6,27.4,1012.8,9.9,13.8,20,42.8,37.4,0,0
"412",2002-02-16,7,16,2,2002,1237,38.4,26.9,1011.9,10,13.1,18.1,42.8,35.6,0,0
"413",2002-02-17,1,17,2,2002,1040,33.9,20.4,1022,10,8.6,15,39,28,0,0
"414",2002-02-18,2,18,2,2002,1222,36.3,22.2,1022.9,10,11,16.9,50,28.4,0,0
"415",2002-02-19,3,19,2,2002,1171,44.4,34.9,1013.1,9.1,11.9,16.9,48.2,39.2,0.11,0
"416",2002-02-20,4,20,2,2002,1247,47.2,45.9,999.9,7,13.5,20,55,39,0.35,0
"417",2002-02-21,5,21,2,2002,1253,33.7,30.2,1010.2,8.6,12.2,21,37.4,30.2,0.05,0
"418",2002-02-22,6,22,2,2002,1275,31.2,20.4,1023.7,10,9.3,15,39.2,24.8,0,0
"419",2002-02-23,7,23,2,2002,1261,34.6,24.4,1020.8,10,8.3,15.9,46.4,26.6,0,0
"420",2002-02-24,1,24,2,2002,1218,46.4,31.7,1014.5,10,14.3,23.9,60.8,37.4,0,0
"421",2002-02-25,2,25,2,2002,1213,44.4,33.4,1011.5,9.5,13.2,21,55.9,35.1,0,0
"422",2002-02-26,3,26,2,2002,1098,28.4,24.4,1013.1,4.9,11.3,15.9,35.1,24.1,0,1.2
"423",2002-02-27,4,27,2,2002,1192,21.3,12.6,1015.7,8.8,12.6,15.9,26.1,17.1,0.01,1.2
"424",2002-02-28,5,28,2,2002,1198,23.2,12,1019,9.8,11,16.9,32,15.1,0,0
"425",2002-03-01,6,1,3,2002,1539,28.2,17.9,1025.6,10,7.4,12,32,23,0,0
"426",2002-03-02,7,2,3,2002,1093,33.9,31.9,1015.3,3,6.7,13,35.6,32,0.38,5.9
"427",2002-03-03,1,3,3,2002,915,19.4,13.8,1013.7,5.7,10.8,16.9,33.8,10.4,0.29,5.1
"428",2002-03-04,2,4,3,2002,969,4.7,-4.6,1024.4,9.4,11,15.9,15.8,-4,0,5.1
"429",2002-03-05,3,5,3,2002,1108,22.1,16,1022.9,8,7.2,11.1,34,15.1,0.21,5.9
"430",2002-03-06,4,6,3,2002,1233,36.5,29.9,1018.2,8.9,6.8,11.1,46,30.9,0.07,3.1
"431",2002-03-07,5,7,3,2002,1227,36.1,32.7,1022.1,7.4,10.4,14,39.2,33.8,0,1.2
"432",2002-03-08,6,8,3,2002,1467,51.9,46.4,1014,8.1,12.6,20,63,39,0.25,0
"433",2002-03-09,7,9,3,2002,1224,48.5,42,1008,7.1,21.3,32.1,62.6,26.6,0.19,0
"434",2002-03-10,1,10,3,2002,1075,23.2,7.3,1029.6,10,18.9,29.9,28.4,15.8,0,0
"435",2002-03-11,2,11,3,2002,1297,33.2,17.7,1025.7,10,9.8,18.1,55.9,21.9,0,0
"436",2002-03-12,3,12,3,2002,1278,41.1,33.3,1017.3,9.2,5.6,8.9,62.1,32,0,0
"437",2002-03-13,4,13,3,2002,1413,45.6,39.1,1011.2,9.6,8.8,15,59,35.6,0,0
"438",2002-03-14,5,14,3,2002,1436,51.4,42.1,1010.3,9.9,11,21,64.9,39,0,0
"439",2002-03-15,6,15,3,2002,1494,48.5,40,1006.9,10,12.5,18.1,62.1,39,0.02,0
"440",2002-03-16,7,16,3,2002,1256,36.3,27.9,1024.5,9.7,13.9,18.1,41,33.1,0,0
"441",2002-03-17,1,17,3,2002,1136,36.7,30.2,1022.5,9.3,10.9,15,39.2,33.8,0,0
"442",2002-03-18,2,18,3,2002,1262,39.3,35.4,1022.3,7.9,6.8,9.9,46,37,0.01,0
"443",2002-03-19,3,19,3,2002,1233,40.9,36.7,1023.5,8.9,7.2,11.1,48.2,35.6,0,0
"444",2002-03-20,4,20,3,2002,1290,42,38.7,1019.2,7.7,8.2,12,46.4,37.4,0.06,0
"445",2002-03-21,5,21,3,2002,1163,30.1,21,1025.2,8.8,13.5,22,39.2,21.2,0,0
"446",2002-03-22,6,22,3,2002,1217,23.7,5.3,1028.6,10,14.7,19,37.9,15.1,0,0
"447",2002-03-23,7,23,3,2002,1214,37.7,12.6,1017.8,10,13.8,22.9,53.1,27,0,0
"448",2002-03-24,1,24,3,2002,1227,37.5,26.8,1017.6,10,11.2,22,48.9,32,0,0
"449",2002-03-25,2,25,3,2002,1122,28.1,21.4,1025,8,18,22.9,30.2,24.8,0,1.2
"450",2002-03-26,3,26,3,2002,1216,31.5,23,1023.7,9.8,13,15.9,35.6,26.6,0,0
"451",2002-03-27,4,27,3,2002,1342,33.9,25.4,1024.6,10,4.3,12,46.4,24.8,0.02,0
"452",2002-03-28,5,28,3,2002,1424,39.2,31.5,1016.7,9.4,10.7,16.9,48.9,32,0,0
"453",2002-03-29,6,29,3,2002,1247,42.6,42,1010.2,5.4,5.5,9.9,46.9,37,0.37,0
"454",2002-03-30,7,30,3,2002,1334,43.6,34.9,1013.8,9.1,10.1,19,52,37,0,0
"455",2002-03-31,1,31,3,2002,1137,41.2,31,1018.1,10,8.2,20,50,32,0,0
"456",2002-04-01,2,1,4,2002,1528,35.8,28.3,1017.1,8.2,5.7,11.1,43,28,0.2,0
"457",2002-04-02,3,2,4,2002,1269,39.3,38.3,1009.6,7.3,9.8,15.9,46.4,33.8,0.14,0
"458",2002-04-03,4,3,4,2002,1304,36.1,29.8,1022.9,9.8,9.7,15.9,41,30.2,0,0
"459",2002-04-04,5,4,4,2002,1340,34.4,26.1,1031,9,7.5,12,37.4,30.2,0,0
"460",2002-04-05,6,5,4,2002,1534,34,28.4,1030.6,8.3,6,13,42.8,26.6,0,0
"461",2002-04-06,7,6,4,2002,1361,35,25.6,1030.4,9.5,6.1,12,44.1,26.1,0,0
"462",2002-04-07,1,7,4,2002,1103,39.3,31.5,1020.3,9.6,9.9,15,48.2,35.6,0.3,0
"463",2002-04-08,2,8,4,2002,1203,50.1,49.4,1011.4,5.2,6.6,12,55,48,0.84,0
"464",2002-04-09,3,9,4,2002,1348,45.8,41.9,1018.8,7.4,7.8,15,53.6,42.8,0.33,0
"465",2002-04-10,4,10,4,2002,1477,48,34.7,1030.9,9.6,7.8,14,64.4,37.4,0,0
"466",2002-04-11,5,11,4,2002,1438,63.7,39.2,1019.8,10,12.8,19,75.9,51.1,0,0
"467",2002-04-12,6,12,4,2002,1377,61.5,51.4,1016.4,8.8,9.9,14,73.9,50,0,0
"468",2002-04-13,7,13,4,2002,1331,52.8,44.9,1020.4,9.1,5.1,9.9,64.4,44.6,0,0
"469",2002-04-14,1,14,4,2002,1297,58.8,47,1012.3,9.1,6.3,16.9,77,46,0,0
"470",2002-04-15,2,15,4,2002,1494,74.4,57,1007,10,11.7,19,87.8,64.4,0,0
"471",2002-04-16,3,16,4,2002,1328,77.3,60.2,1010.9,10,15.7,27,88,66.9,0,0
"472",2002-04-17,4,17,4,2002,1347,75.8,60.6,1013.2,10,11.3,22,84.2,66.2,0,0
"473",2002-04-18,5,18,4,2002,1357,76.4,59.1,1012.9,9.8,11.2,22,89.6,68,0,0
"474",2002-04-19,6,19,4,2002,1364,65.5,51.7,1012.8,10,12.7,19,82.4,51.8,0,0
"475",2002-04-20,7,20,4,2002,1323,45,34,1019.8,9,15.8,22.9,52,42.1,0,0
"476",2002-04-23,3,23,4,2002,1321,45.1,33.1,1020.4,10,6.4,13,60.8,35.6,0,0
"477",2002-04-24,4,24,4,2002,1297,59.2,44,1013.9,9.6,12,29.9,73.9,50,0,0
"478",2002-04-25,5,25,4,2002,1326,47.7,28.3,1018.8,10,17.3,28,55.4,37.4,0,0
"479",2002-04-26,6,26,4,2002,1401,44.8,26.5,1025.3,10,7.5,13,51.8,37.4,0,0
"480",2002-04-27,7,27,4,2002,1282,45.5,30.8,1020.9,8.4,10.7,19,48.2,44.6,0.57,0
"481",2002-04-28,1,28,4,2002,1152,48.9,44,1003.3,7.3,14.3,21,60.8,42.8,0.1,0
"482",2002-04-29,2,29,4,2002,1480,48.1,36.7,1015.5,10,8.6,15.9,61,42.1,0,0
"483",2002-04-30,3,30,4,2002,1351,54.6,34.6,1012.1,10,6,14,57.2,51.8,0,0
"484",2002-05-01,4,1,5,2002,1497,54.8,33.3,1008.3,9.9,8.1,15,62.1,50,0,0
"485",2002-05-02,5,2,5,2002,1269,48.7,37,1004.6,9.4,13.3,21,53.6,44.6,0.05,0
"486",2002-05-03,6,3,5,2002,1316,47.7,28.2,1017.8,10,8.3,14,53.1,39,0,0
"487",2002-05-04,7,4,5,2002,1315,52.5,30.9,1021.9,10,5.6,9.9,69.8,41,0,0
"488",2002-05-05,1,5,5,2002,1281,58.5,42,1021.1,10,7.4,13,68,50,0,0
"489",2002-05-06,2,6,5,2002,1274,67,55.5,1012.5,9.1,10.1,15,75.2,60.8,0,0
"490",2002-05-07,3,7,5,2002,1308,58.1,51,1015.2,9.3,11.6,18.1,73.4,48.2,0,0
"491",2002-05-08,4,8,5,2002,1396,53.1,47.9,1014.3,7.7,9.4,15,62.6,44.6,0.2,0
"492",2002-05-09,5,9,5,2002,1396,60,50,1006.8,7.9,15.2,27,66.9,53.1,0,0
"493",2002-05-10,6,10,5,2002,1523,55.2,29.1,1023,10,10.9,21,66.2,44.6,0,0
"494",2002-05-11,7,11,5,2002,1267,52.9,34.1,1026.3,7.9,9.9,20,61,46,0.48,0
"495",2002-05-12,1,12,5,2002,1174,50.7,49.2,1014.2,3.2,6.2,12,57.2,46.4,1.04,0
"496",2002-05-13,2,13,5,2002,1405,48.8,39.9,1015.9,9.1,11.3,16.9,57.2,44.6,0,0
"497",2002-05-14,3,14,5,2002,1448,54.5,40.8,1016.7,9.7,7.8,12,64.9,43,0,0
"498",2002-05-15,4,15,5,2002,1540,59.7,44.5,1017.6,9.8,9,20,75.9,45,0,0
